           year          carbon        nitrogen
     5007.00000     13721.00424       946.62500
     5008.00000     13721.00424       946.62500
     5009.00000     13721.00424       946.62500
     5010.00000     13721.00424       946.62500
     5011.00000     13721.00424       946.62500
     5012.00000     13721.00424       946.62500
     5013.00000     13721.00424       946.62500
     5014.00000     13721.00424       946.62500
     5015.00000     13721.00424       946.62500
     5016.00000     13721.00424       946.62500
     5017.00000     13721.00424       946.62500
     5018.00000     13721.00424       946.62500
     5019.00000     13721.00424       946.62500
     5020.00000     13721.00424       946.62500
     5021.00000     13721.00424       946.62500
     5022.00000     13721.00424       946.62500
     5023.00000     13721.00424       946.62500
     5024.00000     13721.00424       946.62500
     5025.00000     13721.00424       946.62500
     5026.00000     13721.00424       946.62500
     5027.00000     13721.00424       946.62500
     5028.00000     13721.00424       946.62500
     5029.00000     13721.00424       946.62500
     5030.00000     13721.00424       946.62500
     5031.00000     13721.00424       946.62500
     5032.00000     13721.00424       946.62500
     5033.00000     13721.00424       946.62500
     5034.00000     13721.00424       946.62500
     5035.00000     13721.00424       946.62500
     5036.00000     13721.00424       946.62500
     5037.00000     13721.00424       946.62500
     5038.00000     13721.00424       946.62500
     5039.00000     13721.00424       946.62500
     5040.00000     13721.00424       946.62500
     5041.00000     13721.00424       946.62500
     5042.00000     13721.00424       946.62500
     5043.00000     13721.00424       946.62500
     5044.00000     13721.00424       946.62500
     5045.00000     13721.00424       946.62500
     5046.00000     13721.00424       946.62500
     5047.00000     13721.00424       946.62500
     5048.00000     13721.00424       946.62500
     5049.00000     13721.00424       946.62500
     5050.00000     13721.00424       946.62500
     5051.00000     13721.00424       946.62500
     5052.00000     13721.00424       946.62500
     5053.00000     13721.00424       946.62500
     5054.00000     13721.00424       946.62500
     5055.00000     13721.00424       946.62500
     5056.00000     13721.00424       946.62500
     5057.00000     13721.00424       946.62500
     5058.00000     13721.00424       946.62500
     5059.00000     13721.00424       946.62500
     5060.00000     13721.00424       946.62500
     5061.00000     13721.00424       946.62500
     5062.00000     13721.00424       946.62500
     5063.00000     13721.00424       946.62500
     5064.00000     13721.00424       946.62500
     5065.00000     13721.00424       946.62500
     5066.00000     13721.00424       946.62500
     5067.00000     13721.00424       946.62500
     5068.00000     13721.00424       946.62500
     5069.00000     13721.00424       946.62500
     5070.00000     13721.00424       946.62500
     5071.00000     13721.00424       946.62500
     5072.00000     13721.00424       946.62500
     5073.00000     13721.00424       946.62500
     5074.00000     13721.00424       946.62500
     5075.00000     13721.00424       946.62500
     5076.00000     13721.00424       946.62500
     5077.00000     13721.00424       946.62500
     5078.00000     13721.00424       946.62500
     5079.00000     13721.00424       946.62500
     5080.00000     13721.00424       946.62500
     5081.00000     13721.00424       946.62500
     5082.00000     13721.00424       946.62500
     5083.00000     13721.00424       946.62500
     5084.00000     13721.00424       946.62500
     5085.00000     13721.00424       946.62500
     5086.00000     13721.00424       946.62500
     5087.00000     13721.00424       946.62500
     5088.00000     13721.00424       946.62500
     5089.00000     13721.00424       946.62500
     5090.00000     13721.00424       946.62500
     5091.00000     13721.00424       946.62500
     5092.00000     13721.00424       946.62500
     5093.00000     13721.00424       946.62500
     5094.00000     13721.00424       946.62500
     5095.00000     13721.00424       946.62500
     5096.00000     13721.00424       946.62500
     5097.00000     13721.00424       946.62500
     5098.00000     13721.00424       946.62500
     5099.00000     13721.00424       946.62500
     5100.00000     13721.00424       946.62500
     5101.00000     13721.00424       946.62500
     5102.00000     13721.00424       946.62500
     5103.00000     13721.00424       946.62500
     5104.00000     13721.00424       946.62500
     5105.00000     13721.00424       946.62500
     5106.00000     13721.00424       946.62500
     5107.00000     13721.00424       946.62500
     5108.00000     13721.00424       946.62500
     5109.00000     13721.00424       946.62500
     5110.00000     13721.00424       946.62500
     5111.00000     13721.00424       946.62500
     5112.00000     13721.00424       946.62500
     5113.00000     13721.00424       946.62500
     5114.00000     13721.00424       946.62500
     5115.00000     13721.00424       946.62500
     5116.00000     13721.00424       946.62500
     5117.00000     13721.00424       946.62500
     5118.00000     13721.00424       946.62500
     5119.00000     13721.00424       946.62500
     5120.00000     13721.00424       946.62500
     5121.00000     13721.00424       946.62500
     5122.00000     13721.00424       946.62500
     5123.00000     13721.00424       946.62500
     5124.00000     13721.00424       946.62500
     5125.00000     13721.00424       946.62500
     5126.00000     13721.00424       946.62500
     5127.00000     13721.00424       946.62500
     5128.00000     13721.00424       946.62500
     5129.00000     13721.00424       946.62500
     5130.00000     13721.00424       946.62500
     5131.00000     13721.00424       946.62500
     5132.00000     13721.00424       946.62500
     5133.00000     13721.00424       946.62500
     5134.00000     13721.00424       946.62500
     5135.00000     13721.00424       946.62500
     5136.00000     13721.00424       946.62500
     5137.00000     13721.00424       946.62500
     5138.00000     13721.00424       946.62500
     5139.00000     13721.00424       946.62500
     5140.00000     13721.00424       946.62500
     5141.00000     13721.00424       946.62500
     5142.00000     13721.00424       946.62500
     5143.00000     13721.00424       946.62500
     5144.00000     13721.00424       946.62500
     5145.00000     13721.00424       946.62500
     5146.00000     13721.00424       946.62500
     5147.00000     13721.00424       946.62500
     5148.00000     13721.00424       946.62500
     5149.00000     13721.00424       946.62500
     5150.00000     13721.00424       946.62500
     5151.00000     13721.00424       946.62500
     5152.00000     13721.00424       946.62500
     5153.00000     13721.00424       946.62500
     5154.00000     13721.00424       946.62500
     5155.00000     13721.00424       946.62500
     5156.00000     13721.00424       946.62500
     5157.00000     13721.00424       946.62500
     5158.00000     13721.00424       946.62500
     5159.00000     13721.00424       946.62500
     5160.00000     13721.00424       946.62500
     5161.00000     13721.00424       946.62500
     5162.00000     13721.00424       946.62500
     5163.00000     13721.00424       946.62500
     5164.00000     13721.00424       946.62500
     5165.00000     13721.00424       946.62500
     5166.00000     13721.00424       946.62500
     5167.00000     13721.00424       946.62500
     5168.00000     13721.00424       946.62500
     5169.00000     13721.00424       946.62500
     5170.00000     13721.00424       946.62500
     5171.00000     13721.00424       946.62500
     5172.00000     13721.00424       946.62500
     5173.00000     13721.00424       946.62500
     5174.00000     13721.00424       946.62500
     5175.00000     13721.00424       946.62500
     5176.00000     13721.00424       946.62500
     5177.00000     13721.00424       946.62500
     5178.00000     13721.00424       946.62500
     5179.00000     13721.00424       946.62500
     5180.00000     13721.00424       946.62500
     5181.00000     13721.00424       946.62500
     5182.00000     13721.00424       946.62500
     5183.00000     13721.00424       946.62500
     5184.00000     13721.00424       946.62500
     5185.00000     13721.00424       946.62500
     5186.00000     13721.00424       946.62500
     5187.00000     13721.00424       946.62500
     5188.00000     13721.00424       946.62500
     5189.00000     13721.00424       946.62500
     5190.00000     13721.00424       946.62500
     5191.00000     13721.00424       946.62500
     5192.00000     13721.00424       946.62500
     5193.00000     13721.00424       946.62500
     5194.00000     13721.00424       946.62500
     5195.00000     13721.00424       946.62500
     5196.00000     13721.00424       946.62500
     5197.00000     13721.00424       946.62500
     5198.00000     13721.00424       946.62500
     5199.00000     13721.00424       946.62500
     5200.00000     13721.00424       946.62500
     5201.00000     13721.00424       946.62500
     5202.00000     13721.00424       946.62500
     5203.00000     13721.00424       946.62500
     5204.00000     13721.00424       946.62500
     5205.00000     13721.00424       946.62500
     5206.00000     13721.00424       946.62500
     5207.00000     13721.00424       946.62500
     5208.00000     13721.00424       946.62500
     5209.00000     13721.00424       946.62500
     5210.00000     13721.00424       946.62500
     5211.00000     13721.00424       946.62500
     5212.00000     13721.00424       946.62500
     5213.00000     13721.00424       946.62500
     5214.00000     13721.00424       946.62500
     5215.00000     13721.00424       946.62500
     5216.00000     13721.00424       946.62500
     5217.00000     13721.00424       946.62500
     5218.00000     13721.00424       946.62500
     5219.00000     13721.00424       946.62500
     5220.00000     13721.00424       946.62500
     5221.00000     13721.00424       946.62500
     5222.00000     13721.00424       946.62500
     5223.00000     13721.00424       946.62500
     5224.00000     13721.00424       946.62500
     5225.00000     13721.00424       946.62500
     5226.00000     13721.00424       946.62500
     5227.00000     13721.00424       946.62500
     5228.00000     13721.00424       946.62500
     5229.00000     13721.00424       946.62500
     5230.00000     13721.00424       946.62500
     5231.00000     13721.00424       946.62500
     5232.00000     13721.00424       946.62500
     5233.00000     13721.00424       946.62500
     5234.00000     13721.00424       946.62500
     5235.00000     13721.00424       946.62500
     5236.00000     13721.00424       946.62500
     5237.00000     13721.00424       946.62500
     5238.00000     13721.00424       946.62500
     5239.00000     13721.00424       946.62500
     5240.00000     13721.00424       946.62500
     5241.00000     13721.00424       946.62500
     5242.00000     13721.00424       946.62500
     5243.00000     13721.00424       946.62500
     5244.00000     13721.00424       946.62500
     5245.00000     13721.00424       946.62500
     5246.00000     13721.00424       946.62500
     5247.00000     13721.00424       946.62500
     5248.00000     13721.00424       946.62500
     5249.00000     13721.00424       946.62500
     5250.00000     13721.00424       946.62500
     5251.00000     13721.00424       946.62500
     5252.00000     13721.00424       946.62500
     5253.00000     13721.00424       946.62500
     5254.00000     13721.00424       946.62500
     5255.00000     13721.00424       946.62500
     5256.00000     13721.00424       946.62500
     5257.00000     13721.00424       946.62500
     5258.00000     13721.00424       946.62500
     5259.00000     13721.00424       946.62500
     5260.00000     13721.00424       946.62500
     5261.00000     13721.00424       946.62500
     5262.00000     13721.00424       946.62500
     5263.00000     13721.00424       946.62500
     5264.00000     13721.00424       946.62500
     5265.00000     13721.00424       946.62500
     5266.00000     13721.00424       946.62500
     5267.00000     13721.00424       946.62500
     5268.00000     13721.00424       946.62500
     5269.00000     13721.00424       946.62500
     5270.00000     13721.00424       946.62500
     5271.00000     13721.00424       946.62500
     5272.00000     13721.00424       946.62500
     5273.00000     13721.00424       946.62500
     5274.00000     13721.00424       946.62500
     5275.00000     13721.00424       946.62500
     5276.00000     13721.00424       946.62500
     5277.00000     13721.00424       946.62500
     5278.00000     13721.00424       946.62500
     5279.00000     13721.00424       946.62500
     5280.00000     13721.00424       946.62500
     5281.00000     13721.00424       946.62500
     5282.00000     13721.00424       946.62500
     5283.00000     13721.00424       946.62500
     5284.00000     13721.00424       946.62500
     5285.00000     13721.00424       946.62500
     5286.00000     13721.00424       946.62500
     5287.00000     13721.00424       946.62500
     5288.00000     13721.00424       946.62500
     5289.00000     13721.00424       946.62500
     5290.00000     13721.00424       946.62500
     5291.00000     13721.00424       946.62500
     5292.00000     13721.00424       946.62500
     5293.00000     13721.00424       946.62500
     5294.00000     13721.00424       946.62500
     5295.00000     13721.00424       946.62500
     5296.00000     13721.00424       946.62500
     5297.00000     13721.00424       946.62500
     5298.00000     13721.00424       946.62500
     5299.00000     13721.00424       946.62500
     5300.00000     13721.00424       946.62500
     5301.00000     13721.00424       946.62500
     5302.00000     13721.00424       946.62500
     5303.00000     13721.00424       946.62500
     5304.00000     13721.00424       946.62500
     5305.00000     13721.00424       946.62500
     5306.00000     13721.00424       946.62500
     5307.00000     13721.00424       946.62500
     5308.00000     13721.00424       946.62500
     5309.00000     13721.00424       946.62500
     5310.00000     13721.00424       946.62500
     5311.00000     13721.00424       946.62500
     5312.00000     13721.00424       946.62500
     5313.00000     13721.00424       946.62500
     5314.00000     13721.00424       946.62500
     5315.00000     13721.00424       946.62500
     5316.00000     13721.00424       946.62500
     5317.00000     13721.00424       946.62500
     5318.00000     13721.00424       946.62500
     5319.00000     13721.00424       946.62500
     5320.00000     13721.00424       946.62500
     5321.00000     13721.00424       946.62500
     5322.00000     13721.00424       946.62500
     5323.00000     13721.00424       946.62500
     5324.00000     13721.00424       946.62500
     5325.00000     13721.00424       946.62500
     5326.00000     13721.00424       946.62500
     5327.00000     13721.00424       946.62500
     5328.00000     13721.00424       946.62500
     5329.00000     13721.00424       946.62500
     5330.00000     13721.00424       946.62500
     5331.00000     13721.00424       946.62500
     5332.00000     13721.00424       946.62500
     5333.00000     13721.00424       946.62500
     5334.00000     13721.00424       946.62500
     5335.00000     13721.00424       946.62500
     5336.00000     13721.00424       946.62500
     5337.00000     13721.00424       946.62500
     5338.00000     13721.00424       946.62500
     5339.00000     13721.00424       946.62500
     5340.00000     13721.00424       946.62500
     5341.00000     13721.00424       946.62500
     5342.00000     13721.00424       946.62500
     5343.00000     13721.00424       946.62500
     5344.00000     13721.00424       946.62500
     5345.00000     13721.00424       946.62500
     5346.00000     13721.00424       946.62500
     5347.00000     13721.00424       946.62500
     5348.00000     13721.00424       946.62500
     5349.00000     13721.00424       946.62500
     5350.00000     13721.00424       946.62500
     5351.00000     13721.00424       946.62500
     5352.00000     13721.00424       946.62500
     5353.00000     13721.00424       946.62500
     5354.00000     13721.00424       946.62500
     5355.00000     13721.00424       946.62500
     5356.00000     13721.00424       946.62500
     5357.00000     13721.00424       946.62500
     5358.00000     13721.00424       946.62500
     5359.00000     13721.00424       946.62500
     5360.00000     13721.00424       946.62500
     5361.00000     13721.00424       946.62500
     5362.00000     13721.00424       946.62500
     5363.00000     13721.00424       946.62500
     5364.00000     13721.00424       946.62500
     5365.00000     13721.00424       946.62500
     5366.00000     13721.00424       946.62500
     5367.00000     13721.00424       946.62500
     5368.00000     13721.00424       946.62500
     5369.00000     13721.00424       946.62500
     5370.00000     13721.00424       946.62500
     5371.00000     13721.00424       946.62500
     5372.00000     13721.00424       946.62500
     5373.00000     13721.00424       946.62500
     5374.00000     13721.00424       946.62500
     5375.00000     13721.00424       946.62500
     5376.00000     13721.00424       946.62500
     5377.00000     13721.00424       946.62500
     5378.00000     13721.00424       946.62500
     5379.00000     13721.00424       946.62500
     5380.00000     13721.00424       946.62500
     5381.00000     13721.00424       946.62500
     5382.00000     13721.00424       946.62500
     5383.00000     13721.00424       946.62500
     5384.00000     13721.00424       946.62500
     5385.00000     13721.00424       946.62500
     5386.00000     13721.00424       946.62500
     5387.00000     13721.00424       946.62500
     5388.00000     13721.00424       946.62500
     5389.00000     13721.00424       946.62500
     5390.00000     13721.00424       946.62500
     5391.00000     13721.00424       946.62500
     5392.00000     13721.00424       946.62500
     5393.00000     13721.00424       946.62500
     5394.00000     13721.00424       946.62500
     5395.00000     13721.00424       946.62500
     5396.00000     13721.00424       946.62500
     5397.00000     13721.00424       946.62500
     5398.00000     13721.00424       946.62500
     5399.00000     13721.00424       946.62500
     5400.00000     13721.00424       946.62500
     5401.00000     13721.00424       946.62500
     5402.00000     13721.00424       946.62500
     5403.00000     13721.00424       946.62500
     5404.00000     13721.00424       946.62500
     5405.00000     13721.00424       946.62500
     5406.00000     13721.00424       946.62500
     5407.00000     13721.00424       946.62500
     5408.00000     13721.00424       946.62500
     5409.00000     13721.00424       946.62500
     5410.00000     13721.00424       946.62500
     5411.00000     13721.00424       946.62500
     5412.00000     13721.00424       946.62500
     5413.00000     13721.00424       946.62500
     5414.00000     13721.00424       946.62500
     5415.00000     13721.00424       946.62500
     5416.00000     13721.00424       946.62500
     5417.00000     13721.00424       946.62500
     5418.00000     13721.00424       946.62500
     5419.00000     13721.00424       946.62500
     5420.00000     13721.00424       946.62500
     5421.00000     13721.00424       946.62500
     5422.00000     13721.00424       946.62500
     5423.00000     13721.00424       946.62500
     5424.00000     13721.00424       946.62500
     5425.00000     13721.00424       946.62500
     5426.00000     13721.00424       946.62500
     5427.00000     13721.00424       946.62500
     5428.00000     13721.00424       946.62500
     5429.00000     13721.00424       946.62500
     5430.00000     13721.00424       946.62500
     5431.00000     13721.00424       946.62500
     5432.00000     13721.00424       946.62500
     5433.00000     13721.00424       946.62500
     5434.00000     13721.00424       946.62500
     5435.00000     13721.00424       946.62500
     5436.00000     13721.00424       946.62500
     5437.00000     13721.00424       946.62500
     5438.00000     13721.00424       946.62500
     5439.00000     13721.00424       946.62500
     5440.00000     13721.00424       946.62500
     5441.00000     13721.00424       946.62500
     5442.00000     13721.00424       946.62500
     5443.00000     13721.00424       946.62500
     5444.00000     13721.00424       946.62500
     5445.00000     13721.00424       946.62500
     5446.00000     13721.00424       946.62500
     5447.00000     13721.00424       946.62500
     5448.00000     13721.00424       946.62500
     5449.00000     13721.00424       946.62500
     5450.00000     13721.00424       946.62500
     5451.00000     13721.00424       946.62500
     5452.00000     13721.00424       946.62500
     5453.00000     13721.00424       946.62500
     5454.00000     13721.00424       946.62500
     5455.00000     13721.00424       946.62500
     5456.00000     13721.00424       946.62500
     5457.00000     13721.00424       946.62500
     5458.00000     13721.00424       946.62500
     5459.00000     13721.00424       946.62500
     5460.00000     13721.00424       946.62500
     5461.00000     13721.00424       946.62500
     5462.00000     13721.00424       946.62500
     5463.00000     13721.00424       946.62500
     5464.00000     13721.00424       946.62500
     5465.00000     13721.00424       946.62500
     5466.00000     13721.00424       946.62500
     5467.00000     13721.00424       946.62500
     5468.00000     13721.00424       946.62500
     5469.00000     13721.00424       946.62500
     5470.00000     13721.00424       946.62500
     5471.00000     13721.00424       946.62500
     5472.00000     13721.00424       946.62500
     5473.00000     13721.00424       946.62500
     5474.00000     13721.00424       946.62500
     5475.00000     13721.00424       946.62500
     5476.00000     13721.00424       946.62500
     5477.00000     13721.00424       946.62500
     5478.00000     13721.00424       946.62500
     5479.00000     13721.00424       946.62500
     5480.00000     13721.00424       946.62500
     5481.00000     13721.00424       946.62500
     5482.00000     13721.00424       946.62500
     5483.00000     13721.00424       946.62500
     5484.00000     13721.00424       946.62500
     5485.00000     13721.00424       946.62500
     5486.00000     13721.00424       946.62500
     5487.00000     13721.00424       946.62500
     5488.00000     13721.00424       946.62500
     5489.00000     13721.00424       946.62500
     5490.00000     13721.00424       946.62500
     5491.00000     13721.00424       946.62500
     5492.00000     13721.00424       946.62500
     5493.00000     13721.00424       946.62500
     5494.00000     13721.00424       946.62500
     5495.00000     13721.00424       946.62500
     5496.00000     13721.00424       946.62500
     5497.00000     13721.00424       946.62500
     5498.00000     13721.00424       946.62500
     5499.00000     13721.00424       946.62500
     5500.00000     13721.00424       946.62500
     5501.00000     13721.00424       946.62500
     5502.00000     13721.00424       946.62500
     5503.00000     13721.00424       946.62500
     5504.00000     13721.00424       946.62500
     5505.00000     13721.00424       946.62500
     5506.00000     13721.00424       946.62500
     5507.00000     13721.00424       946.62500
     5508.00000     13721.00424       946.62500
     5509.00000     13721.00424       946.62500
     5510.00000     13721.00424       946.62500
     5511.00000     13721.00424       946.62500
     5512.00000     13721.00424       946.62500
     5513.00000     13721.00424       946.62500
     5514.00000     13721.00424       946.62500
     5515.00000     13721.00424       946.62500
     5516.00000     13721.00424       946.62500
     5517.00000     13721.00424       946.62500
     5518.00000     13721.00424       946.62500
     5519.00000     13721.00424       946.62500
     5520.00000     13721.00424       946.62500
     5521.00000     13721.00424       946.62500
     5522.00000     13721.00424       946.62500
     5523.00000     13721.00424       946.62500
     5524.00000     13721.00424       946.62500
     5525.00000     13721.00424       946.62500
     5526.00000     13721.00424       946.62500
     5527.00000     13721.00424       946.62500
     5528.00000     13721.00424       946.62500
     5529.00000     13721.00424       946.62500
     5530.00000     13721.00424       946.62500
     5531.00000     13721.00424       946.62500
     5532.00000     13721.00424       946.62500
     5533.00000     13721.00424       946.62500
     5534.00000     13721.00424       946.62500
     5535.00000     13721.00424       946.62500
     5536.00000     13721.00424       946.62500
     5537.00000     13721.00424       946.62500
     5538.00000     13721.00424       946.62500
     5539.00000     13721.00424       946.62500
     5540.00000     13721.00424       946.62500
     5541.00000     13721.00424       946.62500
     5542.00000     13721.00424       946.62500
     5543.00000     13721.00424       946.62500
     5544.00000     13721.00424       946.62500
     5545.00000     13721.00424       946.62500
     5546.00000     13721.00424       946.62500
     5547.00000     13721.00424       946.62500
     5548.00000     13721.00424       946.62500
     5549.00000     13721.00424       946.62500
     5550.00000     13721.00424       946.62500
     5551.00000     13721.00424       946.62500
     5552.00000     13721.00424       946.62500
     5553.00000     13721.00424       946.62500
     5554.00000     13721.00424       946.62500
     5555.00000     13721.00424       946.62500
     5556.00000     13721.00424       946.62500
     5557.00000     13721.00424       946.62500
     5558.00000     13721.00424       946.62500
     5559.00000     13721.00424       946.62500
     5560.00000     13721.00424       946.62500
     5561.00000     13721.00424       946.62500
     5562.00000     13721.00424       946.62500
     5563.00000     13721.00424       946.62500
     5564.00000     13721.00424       946.62500
     5565.00000     13721.00424       946.62500
     5566.00000     13721.00424       946.62500
     5567.00000     13721.00424       946.62500
     5568.00000     13721.00424       946.62500
     5569.00000     13721.00424       946.62500
     5570.00000     13721.00424       946.62500
     5571.00000     13721.00424       946.62500
     5572.00000     13721.00424       946.62500
     5573.00000     13721.00424       946.62500
     5574.00000     13721.00424       946.62500
     5575.00000     13721.00424       946.62500
     5576.00000     13721.00424       946.62500
     5577.00000     13721.00424       946.62500
     5578.00000     13721.00424       946.62500
     5579.00000     13721.00424       946.62500
     5580.00000     13721.00424       946.62500
     5581.00000     13721.00424       946.62500
     5582.00000     13721.00424       946.62500
     5583.00000     13721.00424       946.62500
     5584.00000     13721.00424       946.62500
     5585.00000     13721.00424       946.62500
     5586.00000     13721.00424       946.62500
     5587.00000     13721.00424       946.62500
     5588.00000     13721.00424       946.62500
     5589.00000     13721.00424       946.62500
     5590.00000     13721.00424       946.62500
     5591.00000     13721.00424       946.62500
     5592.00000     13721.00424       946.62500
     5593.00000     13721.00424       946.62500
     5594.00000     13721.00424       946.62500
     5595.00000     13721.00424       946.62500
     5596.00000     13721.00424       946.62500
     5597.00000     13721.00424       946.62500
     5598.00000     13721.00424       946.62500
     5599.00000     13721.00424       946.62500
     5600.00000     13721.00424       946.62500
     5601.00000     13721.00424       946.62500
     5602.00000     13721.00424       946.62500
     5603.00000     13721.00424       946.62500
     5604.00000     13721.00424       946.62500
     5605.00000     13721.00424       946.62500
     5606.00000     13721.00424       946.62500
     5607.00000     13721.00424       946.62500
     5608.00000     13721.00424       946.62500
     5609.00000     13721.00424       946.62500
     5610.00000     13721.00424       946.62500
     5611.00000     13721.00424       946.62500
     5612.00000     13721.00424       946.62500
     5613.00000     13721.00424       946.62500
     5614.00000     13721.00424       946.62500
     5615.00000     13721.00424       946.62500
     5616.00000     13721.00424       946.62500
     5617.00000     13721.00424       946.62500
     5618.00000     13721.00424       946.62500
     5619.00000     13721.00424       946.62500
     5620.00000     13721.00424       946.62500
     5621.00000     13721.00424       946.62500
     5622.00000     13721.00424       946.62500
     5623.00000     13721.00424       946.62500
     5624.00000     13721.00424       946.62500
     5625.00000     13721.00424       946.62500
     5626.00000     13721.00424       946.62500
     5627.00000     13721.00424       946.62500
     5628.00000     13721.00424       946.62500
     5629.00000     13721.00424       946.62500
     5630.00000     13721.00424       946.62500
     5631.00000     13721.00424       946.62500
     5632.00000     13721.00424       946.62500
     5633.00000     13721.00424       946.62500
     5634.00000     13721.00424       946.62500
     5635.00000     13721.00424       946.62500
     5636.00000     13721.00424       946.62500
     5637.00000     13721.00424       946.62500
     5638.00000     13721.00424       946.62500
     5639.00000     13721.00424       946.62500
     5640.00000     13721.00424       946.62500
     5641.00000     13721.00424       946.62500
     5642.00000     13721.00424       946.62500
     5643.00000     13721.00424       946.62500
     5644.00000     13721.00424       946.62500
     5645.00000     13721.00424       946.62500
     5646.00000     13721.00424       946.62500
     5647.00000     13721.00424       946.62500
     5648.00000     13721.00424       946.62500
     5649.00000     13721.00424       946.62500
     5650.00000     13721.00424       946.62500
     5651.00000     13721.00424       946.62500
     5652.00000     13721.00424       946.62500
     5653.00000     13721.00424       946.62500
     5654.00000     13721.00424       946.62500
     5655.00000     13721.00424       946.62500
     5656.00000     13721.00424       946.62500
     5657.00000     13721.00424       946.62500
     5658.00000     13721.00424       946.62500
     5659.00000     13721.00424       946.62500
     5660.00000     13721.00424       946.62500
     5661.00000     13721.00424       946.62500
     5662.00000     13721.00424       946.62500
     5663.00000     13721.00424       946.62500
     5664.00000     13721.00424       946.62500
     5665.00000     13721.00424       946.62500
     5666.00000     13721.00424       946.62500
     5667.00000     13721.00424       946.62500
     5668.00000     13721.00424       946.62500
     5669.00000     13721.00424       946.62500
     5670.00000     13721.00424       946.62500
     5671.00000     13721.00424       946.62500
     5672.00000     13721.00424       946.62500
     5673.00000     13721.00424       946.62500
     5674.00000     13721.00424       946.62500
     5675.00000     13721.00424       946.62500
     5676.00000     13721.00424       946.62500
     5677.00000     13721.00424       946.62500
     5678.00000     13721.00424       946.62500
     5679.00000     13721.00424       946.62500
     5680.00000     13721.00424       946.62500
     5681.00000     13721.00424       946.62500
     5682.00000     13721.00424       946.62500
     5683.00000     13721.00424       946.62500
     5684.00000     13721.00424       946.62500
     5685.00000     13721.00424       946.62500
     5686.00000     13721.00424       946.62500
     5687.00000     13721.00424       946.62500
     5688.00000     13721.00424       946.62500
     5689.00000     13721.00424       946.62500
     5690.00000     13721.00424       946.62500
     5691.00000     13721.00424       946.62500
     5692.00000     13721.00424       946.62500
     5693.00000     13721.00424       946.62500
     5694.00000     13721.00424       946.62500
     5695.00000     13721.00424       946.62500
     5696.00000     13721.00424       946.62500
     5697.00000     13721.00424       946.62500
     5698.00000     13721.00424       946.62500
     5699.00000     13721.00424       946.62500
     5700.00000     13721.00424       946.62500
     5701.00000     13721.00424       946.62500
     5702.00000     13721.00424       946.62500
     5703.00000     13721.00424       946.62500
     5704.00000     13721.00424       946.62500
     5705.00000     13721.00424       946.62500
     5706.00000     13721.00424       946.62500
     5707.00000     13721.00424       946.62500
     5708.00000     13721.00424       946.62500
     5709.00000     13721.00424       946.62500
     5710.00000     13721.00424       946.62500
     5711.00000     13721.00424       946.62500
     5712.00000     13721.00424       946.62500
     5713.00000     13721.00424       946.62500
     5714.00000     13721.00424       946.62500
     5715.00000     13721.00424       946.62500
     5716.00000     13721.00424       946.62500
     5717.00000     13721.00424       946.62500
     5718.00000     13721.00424       946.62500
     5719.00000     13721.00424       946.62500
     5720.00000     13721.00424       946.62500
     5721.00000     13721.00424       946.62500
     5722.00000     13721.00424       946.62500
     5723.00000     13721.00424       946.62500
     5724.00000     13721.00424       946.62500
     5725.00000     13721.00424       946.62500
     5726.00000     13721.00424       946.62500
     5727.00000     13721.00424       946.62500
     5728.00000     13721.00424       946.62500
     5729.00000     13721.00424       946.62500
     5730.00000     13721.00424       946.62500
     5731.00000     13721.00424       946.62500
     5732.00000     13721.00424       946.62500
     5733.00000     13721.00424       946.62500
     5734.00000     13721.00424       946.62500
     5735.00000     13721.00424       946.62500
     5736.00000     13721.00424       946.62500
     5737.00000     13721.00424       946.62500
     5738.00000     13721.00424       946.62500
     5739.00000     13721.00424       946.62500
     5740.00000     13721.00424       946.62500
     5741.00000     13721.00424       946.62500
     5742.00000     13721.00424       946.62500
     5743.00000     13721.00424       946.62500
     5744.00000     13721.00424       946.62500
     5745.00000     13721.00424       946.62500
     5746.00000     13721.00424       946.62500
     5747.00000     13721.00424       946.62500
     5748.00000     13721.00424       946.62500
     5749.00000     13721.00424       946.62500
     5750.00000     13721.00424       946.62500
     5751.00000     13721.00424       946.62500
     5752.00000     13721.00424       946.62500
     5753.00000     13721.00424       946.62500
     5754.00000     13721.00424       946.62500
     5755.00000     13721.00424       946.62500
     5756.00000     13721.00424       946.62500
     5757.00000     13721.00424       946.62500
     5758.00000     13721.00424       946.62500
     5759.00000     13721.00424       946.62500
     5760.00000     13721.00424       946.62500
     5761.00000     13721.00424       946.62500
     5762.00000     13721.00424       946.62500
     5763.00000     13721.00424       946.62500
     5764.00000     13721.00424       946.62500
     5765.00000     13721.00424       946.62500
     5766.00000     13721.00424       946.62500
     5767.00000     13721.00424       946.62500
     5768.00000     13721.00424       946.62500
     5769.00000     13721.00424       946.62500
     5770.00000     13721.00424       946.62500
     5771.00000     13721.00424       946.62500
     5772.00000     13721.00424       946.62500
     5773.00000     13721.00424       946.62500
     5774.00000     13721.00424       946.62500
     5775.00000     13721.00424       946.62500
     5776.00000     13721.00424       946.62500
     5777.00000     13721.00424       946.62500
     5778.00000     13721.00424       946.62500
     5779.00000     13721.00424       946.62500
     5780.00000     13721.00424       946.62500
     5781.00000     13721.00424       946.62500
     5782.00000     13721.00424       946.62500
     5783.00000     13721.00424       946.62500
