        time            i            I
   16.330000     0.046735       64.249
   16.331667     0.046734       64.254
   16.333333     0.046733       64.258
   16.335000     0.046732       64.263
   16.336667     0.046732       64.268
   16.338333     0.046731       64.272
   16.340000     0.046730       64.277
   16.341667     0.046729       64.282
   16.343333     0.046728       64.286
   16.345000     0.046727       64.291
   16.346667     0.046726       64.296
   16.348333     0.046725       64.300
   16.350000     0.046725       64.305
   16.351667     0.046724       64.310
   16.353333     0.046723       64.314
   16.355000     0.046722       64.319
   16.356667     0.046721       64.324
   16.358333     0.046720       64.328
   16.360000     0.046719       64.333
   16.361667     0.046718       64.338
   16.363333     0.046718       64.342
   16.365000     0.046717       64.347
   16.366667     0.046716       64.352
   16.368333     0.046715       64.356
   16.370000     0.046714       64.361
   16.371667     0.046713       64.366
   16.373333     0.046712       64.370
   16.375000     0.046711       64.375
   16.376667     0.046711       64.380
   16.378333     0.046710       64.384
   16.380000     0.046709       64.389
   16.381667     0.046708       64.394
   16.383333     0.046707       64.398
   16.385000     0.046706       64.403
   16.386667     0.046705       64.408
   16.388333     0.046704       64.412
   16.390000     0.046704       64.417
   16.391667     0.046703       64.422
   16.393333     0.046702       64.426
   16.395000     0.046701       64.431
   16.396667     0.046700       64.436
   16.398333     0.046699       64.440
   16.400000     0.046698       64.445
   16.401667     0.046697       64.450
   16.403333     0.046697       64.454
   16.405000     0.046696       64.459
   16.406667     0.046695       64.464
   16.408333     0.046694       64.468
   16.410000     0.046693       64.473
   16.411667     0.046692       64.478
   16.413333     0.046691       64.482
   16.415000     0.046691       64.487
   16.416667     0.046690       64.492
   16.418333     0.046689       64.496
   16.420000     0.046688       64.501
   16.421667     0.046687       64.506
   16.423333     0.046686       64.510
   16.425000     0.046685       64.515
   16.426667     0.046684       64.520
   16.428333     0.046684       64.524
   16.430000     0.046683       64.529
   16.431667     0.046682       64.534
   16.433333     0.046681       64.538
   16.435000     0.046680       64.543
   16.436667     0.046679       64.548
   16.438333     0.046678       64.552
   16.440000     0.046677       64.557
   16.441667     0.046677       64.562
   16.443333     0.046676       64.566
   16.445000     0.046675       64.571
   16.446667     0.046674       64.576
   16.448333     0.046673       64.580
   16.450000     0.046672       64.585
   16.451667     0.046671       64.590
   16.453333     0.046671       64.594
   16.455000     0.046670       64.599
   16.456667     0.046669       64.604
   16.458333     0.046668       64.608
   16.460000     0.046667       64.613
   16.461667     0.046666       64.618
   16.463333     0.046665       64.622
   16.465000     0.046664       64.627
   16.466667     0.046664       64.632
   16.468333     0.046663       64.636
   16.470000     0.046662       64.641
   16.471667     0.046661       64.646
   16.473333     0.046660       64.650
   16.475000     0.046659       64.655
   16.476667     0.046658       64.660
   16.478333     0.046658       64.664
   16.480000     0.046657       64.669
   16.481667     0.046656       64.674
   16.483333     0.046655       64.678
   16.485000     0.046654       64.683
   16.486667     0.046653       64.688
   16.488333     0.046652       64.692
   16.490000     0.046651       64.697
   16.491667     0.046651       64.702
   16.493333     0.046650       64.706
   16.495000     0.046649       64.711
   16.496667     0.046648       64.716
   16.498333     0.046647       64.720
   16.500000     0.046646       64.725
   16.501667     0.046645       64.730
   16.503333     0.046645       64.734
   16.505000     0.046644       64.739
   16.506667     0.046643       64.744
   16.508333     0.046642       64.748
   16.510000     0.046641       64.753
   16.511667     0.046640       64.758
   16.513333     0.046639       64.762
   16.515000     0.046639       64.767
   16.516667     0.046638       64.772
   16.518333     0.046637       64.776
   16.520000     0.046636       64.781
   16.521667     0.046635       64.786
   16.523333     0.046634       64.790
   16.525000     0.046633       64.795
   16.526667     0.046632       64.800
   16.528333     0.046632       64.804
   16.530000     0.046631       64.809
   16.531667     0.046630       64.814
   16.533333     0.046629       64.818
   16.535000     0.046628       64.823
   16.536667     0.046627       64.828
   16.538333     0.046626       64.832
   16.540000     0.046626       64.837
   16.541667     0.046625       64.842
   16.543333     0.046624       64.846
   16.545000     0.046623       64.851
   16.546667     0.046622       64.856
   16.548333     0.046621       64.860
   16.550000     0.046620       64.865
   16.551667     0.046620       64.870
   16.553333     0.046619       64.874
   16.555000     0.046618       64.879
   16.556667     0.046617       64.884
   16.558333     0.046616       64.888
   16.560000     0.046615       64.893
   16.561667     0.046614       64.898
   16.563333     0.046614       64.902
   16.565000     0.046613       64.907
   16.566667     0.046612       64.912
   16.568333     0.046611       64.916
   16.570000     0.046610       64.921
   16.571667     0.046609       64.926
   16.573333     0.046608       64.930
   16.575000     0.046608       64.935
   16.576667     0.046607       64.940
   16.578333     0.046606       64.944
   16.580000     0.046605       64.949
   16.581667     0.046604       64.954
   16.583333     0.046603       64.958
   16.585000     0.046602       64.963
   16.586667     0.046602       64.968
   16.588333     0.046601       64.972
   16.590000     0.046600       64.977
   16.591667     0.046599       64.982
   16.593333     0.046598       64.986
   16.595000     0.046597       64.991
   16.596667     0.046596       64.996
   16.598333     0.046596       65.000
   16.600000     0.046595       65.005
   16.601667     0.046594       65.010
   16.603333     0.046593       65.014
   16.605000     0.046592       65.019
   16.606667     0.046591       65.023
   16.608333     0.046590       65.028
   16.610000     0.046590       65.033
   16.611667     0.046589       65.037
   16.613333     0.046588       65.042
   16.615000     0.046587       65.047
   16.616667     0.046586       65.051
   16.618333     0.046585       65.056
   16.620000     0.046584       65.061
   16.621667     0.046584       65.065
   16.623333     0.046583       65.070
   16.625000     0.046582       65.075
   16.626667     0.046581       65.079
   16.628333     0.046580       65.084
   16.630000     0.046579       65.089
   16.631667     0.046579       65.093
   16.633333     0.046578       65.098
   16.635000     0.046577       65.103
   16.636667     0.046576       65.107
   16.638333     0.046575       65.112
   16.640000     0.046574       65.117
   16.641667     0.046573       65.121
   16.643333     0.046573       65.126
   16.645000     0.046572       65.131
   16.646667     0.046571       65.135
   16.648333     0.046570       65.140
   16.650000     0.046569       65.145
   16.651667     0.046568       65.149
   16.653333     0.046567       65.154
   16.655000     0.046567       65.159
   16.656667     0.046566       65.163
   16.658333     0.046565       65.168
   16.660000     0.046564       65.173
   16.661667     0.046563       65.177
   16.663333     0.046562       65.182
   16.665000     0.046561       65.187
   16.666667     0.046561       65.191
   16.668333     0.046560       65.196
   16.670000     0.046559       65.200
   16.671667     0.046558       65.205
   16.673333     0.046557       65.210
   16.675000     0.046556       65.214
   16.676667     0.046556       65.219
   16.678333     0.046555       65.224
   16.680000     0.046554       65.228
   16.681667     0.046553       65.233
   16.683333     0.046552       65.238
   16.685000     0.046551       65.242
   16.686667     0.046550       65.247
   16.688333     0.046550       65.252
   16.690000     0.046549       65.256
   16.691667     0.046548       65.261
   16.693333     0.046547       65.266
   16.695000     0.046546       65.270
   16.696667     0.046545       65.275
   16.698333     0.046545       65.280
   16.700000     0.046544       65.284
   16.701667     0.046543       65.289
   16.703333     0.046542       65.294
   16.705000     0.046541       65.298
   16.706667     0.046540       65.303
   16.708333     0.046539       65.308
   16.710000     0.046539       65.312
   16.711667     0.046538       65.317
   16.713333     0.046537       65.321
   16.715000     0.046536       65.326
   16.716667     0.046535       65.331
   16.718333     0.046534       65.335
   16.720000     0.046534       65.340
   16.721667     0.046533       65.345
   16.723333     0.046532       65.349
   16.725000     0.046531       65.354
   16.726667     0.046530       65.359
   16.728333     0.046529       65.363
   16.730000     0.046528       65.368
   16.731667     0.046528       65.373
   16.733333     0.046527       65.377
   16.735000     0.046526       65.382
   16.736667     0.046525       65.387
   16.738333     0.046524       65.391
   16.740000     0.046523       65.396
   16.741667     0.046523       65.401
   16.743333     0.046522       65.405
   16.745000     0.046521       65.410
   16.746667     0.046520       65.415
   16.748333     0.046519       65.419
   16.750000     0.046518       65.424
   16.751667     0.046518       65.429
   16.753333     0.046517       65.433
   16.755000     0.046516       65.438
   16.756667     0.046515       65.442
   16.758333     0.046514       65.447
   16.760000     0.046513       65.452
   16.761667     0.046512       65.456
   16.763333     0.046512       65.461
   16.765000     0.046511       65.466
   16.766667     0.046510       65.470
   16.768333     0.046509       65.475
   16.770000     0.046508       65.480
   16.771667     0.046507       65.484
   16.773333     0.046507       65.489
   16.775000     0.046506       65.494
   16.776667     0.046505       65.498
   16.778333     0.046504       65.503
   16.780000     0.046503       65.508
   16.781667     0.046502       65.512
   16.783333     0.046502       65.517
   16.785000     0.046501       65.522
   16.786667     0.046500       65.526
   16.788333     0.046499       65.531
   16.790000     0.046498       65.535
   16.791667     0.046497       65.540
   16.793333     0.046496       65.545
   16.795000     0.046496       65.549
   16.796667     0.046495       65.554
   16.798333     0.046494       65.559
   16.800000     0.046493       65.563
   16.801667     0.046492       65.568
   16.803333     0.046491       65.573
   16.805000     0.046491       65.577
   16.806667     0.046490       65.582
   16.808333     0.046489       65.587
   16.810000     0.046488       65.591
   16.811667     0.046487       65.596
   16.813333     0.046486       65.601
   16.815000     0.046486       65.605
   16.816667     0.046485       65.610
   16.818333     0.046484       65.615
   16.820000     0.046483       65.619
   16.821667     0.046482       65.624
   16.823333     0.046481       65.628
   16.825000     0.046481       65.633
   16.826667     0.046480       65.638
   16.828333     0.046479       65.642
   16.830000     0.046478       65.647
   16.831667     0.046477       65.652
   16.833333     0.046476       65.656
   16.835000     0.046476       65.661
   16.836667     0.046475       65.666
   16.838333     0.046474       65.670
   16.840000     0.046473       65.675
   16.841667     0.046472       65.680
   16.843333     0.046471       65.684
   16.845000     0.046471       65.689
   16.846667     0.046470       65.694
   16.848333     0.046469       65.698
   16.850000     0.046468       65.703
   16.851667     0.046467       65.707
   16.853333     0.046466       65.712
   16.855000     0.046466       65.717
   16.856667     0.046465       65.721
   16.858333     0.046464       65.726
   16.860000     0.046463       65.731
   16.861667     0.046462       65.735
   16.863333     0.046461       65.740
   16.865000     0.046461       65.745
   16.866667     0.046460       65.749
   16.868333     0.046459       65.754
   16.870000     0.046458       65.759
   16.871667     0.046457       65.763
   16.873333     0.046456       65.768
   16.875000     0.046456       65.773
   16.876667     0.046455       65.777
   16.878333     0.046454       65.782
   16.880000     0.046453       65.786
   16.881667     0.046452       65.791
   16.883333     0.046451       65.796
   16.885000     0.046451       65.800
   16.886667     0.046450       65.805
   16.888333     0.046449       65.810
   16.890000     0.046448       65.814
   16.891667     0.046447       65.819
   16.893333     0.046446       65.824
   16.895000     0.046446       65.828
   16.896667     0.046445       65.833
   16.898333     0.046444       65.838
   16.900000     0.046443       65.842
   16.901667     0.046442       65.847
   16.903333     0.046441       65.851
   16.905000     0.046441       65.856
   16.906667     0.046440       65.861
   16.908333     0.046439       65.865
   16.910000     0.046438       65.870
   16.911667     0.046437       65.875
   16.913333     0.046436       65.879
   16.915000     0.046436       65.884
   16.916667     0.046435       65.889
   16.918333     0.046434       65.893
   16.920000     0.046433       65.898
   16.921667     0.046432       65.903
   16.923333     0.046431       65.907
   16.925000     0.046431       65.912
   16.926667     0.046430       65.916
   16.928333     0.046429       65.921
   16.930000     0.046428       65.926
   16.931667     0.046427       65.930
   16.933333     0.046426       65.935
   16.935000     0.046426       65.940
   16.936667     0.046425       65.944
   16.938333     0.046424       65.949
   16.940000     0.046423       65.954
   16.941667     0.046422       65.958
   16.943333     0.046421       65.963
   16.945000     0.046421       65.968
   16.946667     0.046420       65.972
   16.948333     0.046419       65.977
   16.950000     0.046418       65.981
   16.951667     0.046417       65.986
   16.953333     0.046417       65.991
   16.955000     0.046416       65.995
   16.956667     0.046415       66.000
   16.958333     0.046414       66.005
   16.960000     0.046413       66.009
   16.961667     0.046412       66.014
   16.963333     0.046412       66.019
   16.965000     0.046411       66.023
   16.966667     0.046410       66.028
   16.968333     0.046409       66.033
   16.970000     0.046408       66.037
   16.971667     0.046407       66.042
   16.973333     0.046407       66.046
   16.975000     0.046406       66.051
   16.976667     0.046405       66.056
   16.978333     0.046404       66.060
   16.980000     0.046403       66.065
   16.981667     0.046402       66.070
   16.983333     0.046402       66.074
   16.985000     0.046401       66.079
   16.986667     0.046400       66.084
   16.988333     0.046399       66.088
   16.990000     0.046398       66.093
   16.991667     0.046398       66.097
   16.993333     0.046397       66.102
   16.995000     0.046396       66.107
   16.996667     0.046395       66.111
   16.998333     0.046394       66.116
   17.000000     0.046393       66.121
   17.001667     0.046393       66.125
   17.003333     0.046392       66.130
   17.005000     0.046391       66.135
   17.006667     0.046390       66.139
   17.008333     0.046389       66.144
   17.010000     0.046389       66.149
   17.011667     0.046388       66.153
   17.013333     0.046387       66.158
   17.015000     0.046386       66.162
   17.016667     0.046385       66.167
   17.018333     0.046384       66.172
   17.020000     0.046384       66.176
   17.021667     0.046383       66.181
   17.023333     0.046382       66.186
   17.025000     0.046381       66.190
   17.026667     0.046380       66.195
   17.028333     0.046379       66.200
   17.030000     0.046379       66.204
   17.031667     0.046378       66.209
   17.033333     0.046377       66.213
   17.035000     0.046376       66.218
   17.036667     0.046375       66.223
   17.038333     0.046375       66.227
   17.040000     0.046374       66.232
   17.041667     0.046373       66.237
   17.043333     0.046372       66.241
   17.045000     0.046371       66.246
   17.046667     0.046370       66.251
   17.048333     0.046370       66.255
   17.050000     0.046369       66.260
   17.051667     0.046368       66.264
   17.053333     0.046367       66.269
   17.055000     0.046366       66.274
   17.056667     0.046366       66.278
   17.058333     0.046365       66.283
   17.060000     0.046364       66.288
   17.061667     0.046363       66.292
   17.063333     0.046362       66.297
   17.065000     0.046361       66.302
   17.066667     0.046361       66.306
   17.068333     0.046360       66.311
   17.070000     0.046359       66.315
   17.071667     0.046358       66.320
   17.073333     0.046357       66.325
   17.075000     0.046357       66.329
   17.076667     0.046356       66.334
   17.078333     0.046355       66.339
   17.080000     0.046354       66.343
   17.081667     0.046353       66.348
   17.083333     0.046352       66.353
   17.085000     0.046352       66.357
   17.086667     0.046351       66.362
   17.088333     0.046350       66.366
   17.090000     0.046349       66.371
   17.091667     0.046348       66.376
   17.093333     0.046348       66.380
   17.095000     0.046347       66.385
   17.096667     0.046346       66.390
   17.098333     0.046345       66.394
   17.100000     0.046344       66.399
   17.101667     0.046343       66.404
   17.103333     0.046343       66.408
   17.105000     0.046342       66.413
   17.106667     0.046341       66.417
   17.108333     0.046340       66.422
   17.110000     0.046339       66.427
   17.111667     0.046339       66.431
   17.113333     0.046338       66.436
   17.115000     0.046337       66.441
   17.116667     0.046336       66.445
   17.118333     0.046335       66.450
   17.120000     0.046335       66.455
   17.121667     0.046334       66.459
   17.123333     0.046333       66.464
   17.125000     0.046332       66.468
   17.126667     0.046331       66.473
   17.128333     0.046330       66.478
   17.130000     0.046330       66.482
   17.131667     0.046329       66.487
   17.133333     0.046328       66.492
   17.135000     0.046327       66.496
   17.136667     0.046326       66.501
   17.138333     0.046326       66.505
   17.140000     0.046325       66.510
   17.141667     0.046324       66.515
   17.143333     0.046323       66.519
   17.145000     0.046322       66.524
   17.146667     0.046322       66.529
   17.148333     0.046321       66.533
   17.150000     0.046320       66.538
   17.151667     0.046319       66.543
   17.153333     0.046318       66.547
   17.155000     0.046317       66.552
   17.156667     0.046317       66.556
   17.158333     0.046316       66.561
   17.160000     0.046315       66.566
   17.161667     0.046314       66.570
   17.163333     0.046313       66.575
   17.165000     0.046313       66.580
   17.166667     0.046312       66.584
   17.168333     0.046311       66.589
   17.170000     0.046310       66.593
   17.171667     0.046309       66.598
   17.173333     0.046309       66.603
   17.175000     0.046308       66.607
   17.176667     0.046307       66.612
   17.178333     0.046306       66.617
   17.180000     0.046305       66.621
   17.181667     0.046305       66.626
   17.183333     0.046304       66.631
   17.185000     0.046303       66.635
   17.186667     0.046302       66.640
   17.188333     0.046301       66.644
   17.190000     0.046300       66.649
   17.191667     0.046300       66.654
   17.193333     0.046299       66.658
   17.195000     0.046298       66.663
   17.196667     0.046297       66.668
   17.198333     0.046296       66.672
   17.200000     0.046296       66.677
   17.201667     0.046295       66.681
   17.203333     0.046294       66.686
   17.205000     0.046293       66.691
   17.206667     0.046292       66.695
   17.208333     0.046292       66.700
   17.210000     0.046291       66.705
   17.211667     0.046290       66.709
   17.213333     0.046289       66.714
   17.215000     0.046288       66.718
   17.216667     0.046288       66.723
   17.218333     0.046287       66.728
   17.220000     0.046286       66.732
   17.221667     0.046285       66.737
   17.223333     0.046284       66.742
   17.225000     0.046284       66.746
   17.226667     0.046283       66.751
   17.228333     0.046282       66.756
   17.230000     0.046281       66.760
   17.231667     0.046280       66.765
   17.233333     0.046280       66.769
   17.235000     0.046279       66.774
   17.236667     0.046278       66.779
   17.238333     0.046277       66.783
   17.240000     0.046276       66.788
   17.241667     0.046275       66.793
   17.243333     0.046275       66.797
   17.245000     0.046274       66.802
   17.246667     0.046273       66.806
   17.248333     0.046272       66.811
   17.250000     0.046271       66.816
   17.251667     0.046271       66.820
   17.253333     0.046270       66.825
   17.255000     0.046269       66.830
   17.256667     0.046268       66.834
   17.258333     0.046267       66.839
   17.260000     0.046267       66.843
   17.261667     0.046266       66.848
   17.263333     0.046265       66.853
   17.265000     0.046264       66.857
   17.266667     0.046263       66.862
   17.268333     0.046263       66.867
   17.270000     0.046262       66.871
   17.271667     0.046261       66.876
   17.273333     0.046260       66.880
   17.275000     0.046259       66.885
   17.276667     0.046259       66.890
   17.278333     0.046258       66.894
   17.280000     0.046257       66.899
   17.281667     0.046256       66.904
   17.283333     0.046255       66.908
   17.285000     0.046255       66.913
   17.286667     0.046254       66.917
   17.288333     0.046253       66.922
   17.290000     0.046252       66.927
   17.291667     0.046251       66.931
   17.293333     0.046251       66.936
   17.295000     0.046250       66.941
   17.296667     0.046249       66.945
   17.298333     0.046248       66.950
   17.300000     0.046247       66.954
   17.301667     0.046247       66.959
   17.303333     0.046246       66.964
   17.305000     0.046245       66.968
   17.306667     0.046244       66.973
   17.308333     0.046243       66.978
   17.310000     0.046243       66.982
   17.311667     0.046242       66.987
   17.313333     0.046241       66.991
   17.315000     0.046240       66.996
   17.316667     0.046239       67.001
   17.318333     0.046239       67.005
   17.320000     0.046238       67.010
   17.321667     0.046237       67.015
   17.323333     0.046236       67.019
   17.325000     0.046235       67.024
   17.326667     0.046235       67.028
   17.328333     0.046234       67.033
   17.330000     0.046233       67.038
   17.331667     0.046232       67.042
   17.333333     0.046231       67.047
   17.335000     0.046231       67.052
   17.336667     0.046230       67.056
   17.338333     0.046229       67.061
   17.340000     0.046228       67.065
   17.341667     0.046227       67.070
   17.343333     0.046227       67.075
   17.345000     0.046226       67.079
   17.346667     0.046225       67.084
   17.348333     0.046224       67.089
   17.350000     0.046223       67.093
   17.351667     0.046223       67.098
   17.353333     0.046222       67.102
   17.355000     0.046221       67.107
   17.356667     0.046220       67.112
   17.358333     0.046219       67.116
   17.360000     0.046219       67.121
   17.361667     0.046218       67.126
   17.363333     0.046217       67.130
   17.365000     0.046216       67.135
   17.366667     0.046216       67.139
   17.368333     0.046215       67.144
   17.370000     0.046214       67.149
   17.371667     0.046213       67.153
   17.373333     0.046212       67.158
   17.375000     0.046212       67.162
   17.376667     0.046211       67.167
   17.378333     0.046210       67.172
   17.380000     0.046209       67.176
   17.381667     0.046208       67.181
   17.383333     0.046208       67.186
   17.385000     0.046207       67.190
   17.386667     0.046206       67.195
   17.388333     0.046205       67.199
   17.390000     0.046204       67.204
   17.391667     0.046204       67.209
   17.393333     0.046203       67.213
   17.395000     0.046202       67.218
   17.396667     0.046201       67.223
   17.398333     0.046200       67.227
   17.400000     0.046200       67.232
   17.401667     0.046199       67.236
   17.403333     0.046198       67.241
   17.405000     0.046197       67.246
   17.406667     0.046196       67.250
   17.408333     0.046196       67.255
   17.410000     0.046195       67.260
   17.411667     0.046194       67.264
   17.413333     0.046193       67.269
   17.415000     0.046193       67.273
   17.416667     0.046192       67.278
   17.418333     0.046191       67.283
   17.420000     0.046190       67.287
   17.421667     0.046189       67.292
   17.423333     0.046189       67.296
   17.425000     0.046188       67.301
   17.426667     0.046187       67.306
   17.428333     0.046186       67.310
   17.430000     0.046185       67.315
   17.431667     0.046185       67.320
   17.433333     0.046184       67.324
   17.435000     0.046183       67.329
   17.436667     0.046182       67.333
   17.438333     0.046181       67.338
   17.440000     0.046181       67.343
   17.441667     0.046180       67.347
   17.443333     0.046179       67.352
   17.445000     0.046178       67.357
   17.446667     0.046177       67.361
   17.448333     0.046177       67.366
   17.450000     0.046176       67.370
   17.451667     0.046175       67.375
   17.453333     0.046174       67.380
   17.455000     0.046174       67.384
   17.456667     0.046173       67.389
   17.458333     0.046172       67.393
   17.460000     0.046171       67.398
   17.461667     0.046170       67.403
   17.463333     0.046170       67.407
   17.465000     0.046169       67.412
   17.466667     0.046168       67.417
   17.468333     0.046167       67.421
   17.470000     0.046166       67.426
   17.471667     0.046166       67.430
   17.473333     0.046165       67.435
   17.475000     0.046164       67.440
   17.476667     0.046163       67.444
   17.478333     0.046163       67.449
   17.480000     0.046162       67.453
   17.481667     0.046161       67.458
   17.483333     0.046160       67.463
   17.485000     0.046159       67.467
   17.486667     0.046159       67.472
   17.488333     0.046158       67.477
   17.490000     0.046157       67.481
   17.491667     0.046156       67.486
   17.493333     0.046155       67.490
   17.495000     0.046155       67.495
   17.496667     0.046154       67.500
   17.498333     0.046153       67.504
   17.500000     0.046152       67.509
   17.501667     0.046152       67.513
   17.503333     0.046151       67.518
   17.505000     0.046150       67.523
   17.506667     0.046149       67.527
   17.508333     0.046148       67.532
   17.510000     0.046148       67.537
   17.511667     0.046147       67.541
   17.513333     0.046146       67.546
   17.515000     0.046145       67.550
   17.516667     0.046144       67.555
   17.518333     0.046144       67.560
   17.520000     0.046143       67.564
   17.521667     0.046142       67.569
   17.523333     0.046141       67.573
   17.525000     0.046141       67.578
   17.526667     0.046140       67.583
   17.528333     0.046139       67.587
   17.530000     0.046138       67.592
   17.531667     0.046137       67.597
   17.533333     0.046137       67.601
   17.535000     0.046136       67.606
   17.536667     0.046135       67.610
   17.538333     0.046134       67.615
   17.540000     0.046133       67.620
   17.541667     0.046133       67.624
   17.543333     0.046132       67.629
   17.545000     0.046131       67.633
   17.546667     0.046130       67.638
   17.548333     0.046130       67.643
   17.550000     0.046129       67.647
   17.551667     0.046128       67.652
   17.553333     0.046127       67.656
   17.555000     0.046126       67.661
   17.556667     0.046126       67.666
   17.558333     0.046125       67.670
   17.560000     0.046124       67.675
   17.561667     0.046123       67.680
   17.563333     0.046123       67.684
   17.565000     0.046122       67.689
   17.566667     0.046121       67.693
   17.568333     0.046120       67.698
   17.570000     0.046119       67.703
   17.571667     0.046119       67.707
   17.573333     0.046118       67.712
   17.575000     0.046117       67.716
   17.576667     0.046116       67.721
   17.578333     0.046116       67.726
   17.580000     0.046115       67.730
   17.581667     0.046114       67.735
   17.583333     0.046113       67.740
   17.585000     0.046112       67.744
   17.586667     0.046112       67.749
   17.588333     0.046111       67.753
   17.590000     0.046110       67.758
   17.591667     0.046109       67.763
   17.593333     0.046109       67.767
   17.595000     0.046108       67.772
   17.596667     0.046107       67.776
   17.598333     0.046106       67.781
   17.600000     0.046105       67.786
   17.601667     0.046105       67.790
   17.603333     0.046104       67.795
   17.605000     0.046103       67.799
   17.606667     0.046102       67.804
   17.608333     0.046102       67.809
   17.610000     0.046101       67.813
   17.611667     0.046100       67.818
   17.613333     0.046099       67.823
   17.615000     0.046098       67.827
   17.616667     0.046098       67.832
   17.618333     0.046097       67.836
   17.620000     0.046096       67.841
   17.621667     0.046095       67.846
   17.623333     0.046095       67.850
   17.625000     0.046094       67.855
   17.626667     0.046093       67.859
   17.628333     0.046092       67.864
   17.630000     0.046091       67.869
   17.631667     0.046091       67.873
   17.633333     0.046090       67.878
   17.635000     0.046089       67.882
   17.636667     0.046088       67.887
   17.638333     0.046088       67.892
   17.640000     0.046087       67.896
   17.641667     0.046086       67.901
   17.643333     0.046085       67.905
   17.645000     0.046084       67.910
   17.646667     0.046084       67.915
   17.648333     0.046083       67.919
   17.650000     0.046082       67.924
   17.651667     0.046081       67.929
   17.653333     0.046081       67.933
   17.655000     0.046080       67.938
   17.656667     0.046079       67.942
   17.658333     0.046078       67.947
   17.660000     0.046077       67.952
   17.661667     0.046077       67.956
   17.663333     0.046076       67.961
   17.665000     0.046075       67.965
   17.666667     0.046074       67.970
   17.668333     0.046074       67.975
   17.670000     0.046073       67.979
   17.671667     0.046072       67.984
   17.673333     0.046071       67.988
   17.675000     0.046071       67.993
   17.676667     0.046070       67.998
   17.678333     0.046069       68.002
   17.680000     0.046068       68.007
   17.681667     0.046067       68.011
   17.683333     0.046067       68.016
   17.685000     0.046066       68.021
   17.686667     0.046065       68.025
   17.688333     0.046064       68.030
   17.690000     0.046064       68.034
   17.691667     0.046063       68.039
   17.693333     0.046062       68.044
   17.695000     0.046061       68.048
   17.696667     0.046060       68.053
   17.698333     0.046060       68.058
   17.700000     0.046059       68.062
   17.701667     0.046058       68.067
   17.703333     0.046057       68.071
   17.705000     0.046057       68.076
   17.706667     0.046056       68.081
   17.708333     0.046055       68.085
   17.710000     0.046054       68.090
   17.711667     0.046054       68.094
   17.713333     0.046053       68.099
   17.715000     0.046052       68.104
   17.716667     0.046051       68.108
   17.718333     0.046050       68.113
   17.720000     0.046050       68.117
   17.721667     0.046049       68.122
   17.723333     0.046048       68.127
   17.725000     0.046047       68.131
   17.726667     0.046047       68.136
   17.728333     0.046046       68.140
   17.730000     0.046045       68.145
   17.731667     0.046044       68.150
   17.733333     0.046044       68.154
   17.735000     0.046043       68.159
   17.736667     0.046042       68.163
   17.738333     0.046041       68.168
   17.740000     0.046040       68.173
   17.741667     0.046040       68.177
   17.743333     0.046039       68.182
   17.745000     0.046038       68.186
   17.746667     0.046037       68.191
   17.748333     0.046037       68.196
   17.750000     0.046036       68.200
   17.751667     0.046035       68.205
   17.753333     0.046034       68.209
   17.755000     0.046034       68.214
   17.756667     0.046033       68.219
   17.758333     0.046032       68.223
   17.760000     0.046031       68.228
   17.761667     0.046030       68.232
   17.763333     0.046030       68.237
   17.765000     0.046029       68.242
   17.766667     0.046028       68.246
   17.768333     0.046027       68.251
   17.770000     0.046027       68.255
   17.771667     0.046026       68.260
   17.773333     0.046025       68.265
   17.775000     0.046024       68.269
   17.776667     0.046024       68.274
   17.778333     0.046023       68.279
   17.780000     0.046022       68.283
   17.781667     0.046021       68.288
   17.783333     0.046021       68.292
   17.785000     0.046020       68.297
   17.786667     0.046019       68.302
   17.788333     0.046018       68.306
   17.790000     0.046017       68.311
   17.791667     0.046017       68.315
   17.793333     0.046016       68.320
   17.795000     0.046015       68.325
   17.796667     0.046014       68.329
   17.798333     0.046014       68.334
   17.800000     0.046013       68.338
   17.801667     0.046012       68.343
   17.803333     0.046011       68.348
   17.805000     0.046011       68.352
   17.806667     0.046010       68.357
   17.808333     0.046009       68.361
   17.810000     0.046008       68.366
   17.811667     0.046008       68.371
   17.813333     0.046007       68.375
   17.815000     0.046006       68.380
   17.816667     0.046005       68.384
   17.818333     0.046004       68.389
   17.820000     0.046004       68.394
   17.821667     0.046003       68.398
   17.823333     0.046002       68.403
   17.825000     0.046001       68.407
   17.826667     0.046001       68.412
   17.828333     0.046000       68.417
   17.830000     0.045999       68.421
   17.831667     0.045998       68.426
   17.833333     0.045998       68.430
   17.835000     0.045997       68.435
   17.836667     0.045996       68.440
   17.838333     0.045995       68.444
   17.840000     0.045995       68.449
   17.841667     0.045994       68.453
   17.843333     0.045993       68.458
   17.845000     0.045992       68.463
   17.846667     0.045992       68.467
   17.848333     0.045991       68.472
   17.850000     0.045990       68.476
   17.851667     0.045989       68.481
   17.853333     0.045989       68.486
   17.855000     0.045988       68.490
   17.856667     0.045987       68.495
   17.858333     0.045986       68.499
   17.860000     0.045985       68.504
   17.861667     0.045985       68.509
   17.863333     0.045984       68.513
   17.865000     0.045983       68.518
   17.866667     0.045982       68.522
   17.868333     0.045982       68.527
   17.870000     0.045981       68.532
   17.871667     0.045980       68.536
   17.873333     0.045979       68.541
   17.875000     0.045979       68.545
   17.876667     0.045978       68.550
   17.878333     0.045977       68.555
   17.880000     0.045976       68.559
   17.881667     0.045976       68.564
