        time            i            I
    1.555000     0.088985       14.275
    1.556667     0.088951       14.284
    1.558333     0.088917       14.293
    1.560000     0.088884       14.301
    1.561667     0.088850       14.310
    1.563333     0.088816       14.319
    1.565000     0.088783       14.328
    1.566667     0.088749       14.337
    1.568333     0.088716       14.346
    1.570000     0.088682       14.355
    1.571667     0.088649       14.364
    1.573333     0.088616       14.372
    1.575000     0.088583       14.381
    1.576667     0.088549       14.390
    1.578333     0.088516       14.399
    1.580000     0.088483       14.408
    1.581667     0.088450       14.417
    1.583333     0.088417       14.426
    1.585000     0.088384       14.434
    1.586667     0.088351       14.443
    1.588333     0.088319       14.452
    1.590000     0.088286       14.461
    1.591667     0.088253       14.470
    1.593333     0.088220       14.479
    1.595000     0.088188       14.487
    1.596667     0.088155       14.496
    1.598333     0.088123       14.505
    1.600000     0.088090       14.514
    1.601667     0.088058       14.523
    1.603333     0.088026       14.531
    1.605000     0.087993       14.540
    1.606667     0.087961       14.549
    1.608333     0.087929       14.558
    1.610000     0.087897       14.567
    1.611667     0.087865       14.575
    1.613333     0.087833       14.584
    1.615000     0.087801       14.593
    1.616667     0.087769       14.602
    1.618333     0.087737       14.611
    1.620000     0.087705       14.619
    1.621667     0.087673       14.628
    1.623333     0.087641       14.637
    1.625000     0.087610       14.646
    1.626667     0.087578       14.654
    1.628333     0.087546       14.663
    1.630000     0.087515       14.672
    1.631667     0.087483       14.681
    1.633333     0.087452       14.689
    1.635000     0.087421       14.698
    1.636667     0.087389       14.707
    1.638333     0.087358       14.716
    1.640000     0.087327       14.724
    1.641667     0.087295       14.733
    1.643333     0.087264       14.742
    1.645000     0.087233       14.751
    1.646667     0.087202       14.759
    1.648333     0.087171       14.768
    1.650000     0.087140       14.777
    1.651667     0.087109       14.785
    1.653333     0.087078       14.794
    1.655000     0.087047       14.803
    1.656667     0.087017       14.812
    1.658333     0.086986       14.820
    1.660000     0.086955       14.829
    1.661667     0.086925       14.838
    1.663333     0.086894       14.846
    1.665000     0.086863       14.855
    1.666667     0.086833       14.864
    1.668333     0.086803       14.872
    1.670000     0.086772       14.881
    1.671667     0.086742       14.890
    1.673333     0.086711       14.898
    1.675000     0.086681       14.907
    1.676667     0.086651       14.916
    1.678333     0.086621       14.924
    1.680000     0.086591       14.933
    1.681667     0.086561       14.942
    1.683333     0.086531       14.950
    1.685000     0.086501       14.959
    1.686667     0.086471       14.968
    1.688333     0.086441       14.976
    1.690000     0.086411       14.985
    1.691667     0.086381       14.994
    1.693333     0.086351       15.002
    1.695000     0.086322       15.011
    1.696667     0.086292       15.019
    1.698333     0.086262       15.028
    1.700000     0.086233       15.037
    1.701667     0.086203       15.045
    1.703333     0.086174       15.054
    1.705000     0.086144       15.063
    1.706667     0.086115       15.071
    1.708333     0.086085       15.080
    1.710000     0.086056       15.088
    1.711667     0.086027       15.097
    1.713333     0.085997       15.106
    1.715000     0.085968       15.114
    1.716667     0.085939       15.123
    1.718333     0.085910       15.131
    1.720000     0.085881       15.140
    1.721667     0.085852       15.149
    1.723333     0.085823       15.157
    1.725000     0.085794       15.166
    1.726667     0.085765       15.174
    1.728333     0.085736       15.183
    1.730000     0.085707       15.191
    1.731667     0.085679       15.200
    1.733333     0.085650       15.209
    1.735000     0.085621       15.217
    1.736667     0.085592       15.226
    1.738333     0.085564       15.234
    1.740000     0.085535       15.243
    1.741667     0.085507       15.251
    1.743333     0.085478       15.260
    1.745000     0.085450       15.268
    1.746667     0.085421       15.277
    1.748333     0.085393       15.286
    1.750000     0.085365       15.294
    1.751667     0.085337       15.303
    1.753333     0.085308       15.311
    1.755000     0.085280       15.320
    1.756667     0.085252       15.328
    1.758333     0.085224       15.337
    1.760000     0.085196       15.345
    1.761667     0.085168       15.354
    1.763333     0.085140       15.362
    1.765000     0.085112       15.371
    1.766667     0.085084       15.379
    1.768333     0.085056       15.388
    1.770000     0.085028       15.396
    1.771667     0.085000       15.405
    1.773333     0.084973       15.413
    1.775000     0.084945       15.422
    1.776667     0.084917       15.430
    1.778333     0.084890       15.439
    1.780000     0.084862       15.447
    1.781667     0.084834       15.456
    1.783333     0.084807       15.464
    1.785000     0.084779       15.473
    1.786667     0.084752       15.481
    1.788333     0.084725       15.490
    1.790000     0.084697       15.498
    1.791667     0.084670       15.507
    1.793333     0.084643       15.515
    1.795000     0.084615       15.524
    1.796667     0.084588       15.532
    1.798333     0.084561       15.540
    1.800000     0.084534       15.549
    1.801667     0.084507       15.557
    1.803333     0.084480       15.566
    1.805000     0.084453       15.574
    1.806667     0.084426       15.583
    1.808333     0.084399       15.591
    1.810000     0.084372       15.600
    1.811667     0.084345       15.608
    1.813333     0.084318       15.616
    1.815000     0.084291       15.625
    1.816667     0.084265       15.633
    1.818333     0.084238       15.642
    1.820000     0.084211       15.650
    1.821667     0.084185       15.659
    1.823333     0.084158       15.667
    1.825000     0.084131       15.675
    1.826667     0.084105       15.684
    1.828333     0.084078       15.692
    1.830000     0.084052       15.701
    1.831667     0.084026       15.709
    1.833333     0.083999       15.717
    1.835000     0.083973       15.726
    1.836667     0.083947       15.734
    1.838333     0.083920       15.743
    1.840000     0.083894       15.751
    1.841667     0.083868       15.759
    1.843333     0.083842       15.768
    1.845000     0.083816       15.776
    1.846667     0.083789       15.785
    1.848333     0.083763       15.793
    1.850000     0.083737       15.801
    1.851667     0.083711       15.810
    1.853333     0.083685       15.818
    1.855000     0.083659       15.826
    1.856667     0.083634       15.835
    1.858333     0.083608       15.843
    1.860000     0.083582       15.852
    1.861667     0.083556       15.860
    1.863333     0.083530       15.868
    1.865000     0.083505       15.877
    1.866667     0.083479       15.885
    1.868333     0.083453       15.893
    1.870000     0.083428       15.902
    1.871667     0.083402       15.910
    1.873333     0.083377       15.918
    1.875000     0.083351       15.927
    1.876667     0.083326       15.935
    1.878333     0.083300       15.943
    1.880000     0.083275       15.952
    1.881667     0.083250       15.960
    1.883333     0.083224       15.968
    1.885000     0.083199       15.977
    1.886667     0.083174       15.985
    1.888333     0.083148       15.993
    1.890000     0.083123       16.002
    1.891667     0.083098       16.010
    1.893333     0.083073       16.018
    1.895000     0.083048       16.026
    1.896667     0.083023       16.035
    1.898333     0.082998       16.043
    1.900000     0.082973       16.051
    1.901667     0.082948       16.060
    1.903333     0.082923       16.068
    1.905000     0.082898       16.076
    1.906667     0.082873       16.085
    1.908333     0.082848       16.093
    1.910000     0.082824       16.101
    1.911667     0.082799       16.109
    1.913333     0.082774       16.118
    1.915000     0.082749       16.126
    1.916667     0.082725       16.134
    1.918333     0.082700       16.143
    1.920000     0.082676       16.151
    1.921667     0.082651       16.159
